0,4
0,5
0,8
0,9
0,12
0,13
0,16
0,17
0,20
0,21
0,24
0,25
0,28
0,29
0,32
0,33
0,36
0,37
0,40
0,41
0,44
0,45
0,48
0,49
0,113
0,114
0,141
0,143
0,145
0,147
0,149
0,151
0,153
0,155
0,157
0,159
0,161
0,163
0,165
0,167
0,169
0,170
0,171
0,172
0,173
0,174
0,175
0,176
0,177
0,178
0,179
0,180
0,181
0,182
0,183
0,184
1,4
1,5
1,8
1,9
1,12
1,13
1,16
1,17
1,20
1,21
1,24
1,25
1,30
1,31
1,34
1,35
1,38
1,39
1,42
1,43
1,46
1,47
1,50
1,51
1,116
1,118
1,120
1,122
1,124
1,126
1,129
1,131
1,133
1,135
1,137
1,139
1,185
1,186
1,187
1,188
1,189
1,190
1,191
1,192
1,193
1,194
1,195
1,196
1,197
1,198
1,199
1,200
1,201
1,202
1,203
1,204
2,6
2,7
2,10
2,11
2,14
2,15
2,18
2,19
2,22
2,23
2,26
2,27
2,28
2,29
2,32
2,33
2,36
2,37
2,40
2,41
2,44
2,45
2,48
2,49
2,117
2,119
2,121
2,123
2,125
2,127
2,128
2,130
2,132
2,134
2,136
2,138
2,205
2,206
2,207
2,208
2,209
2,210
2,211
2,212
2,213
2,214
2,215
2,216
2,217
2,218
2,219
2,220
2,221
2,222
2,223
2,224
3,6
3,7
3,10
3,11
3,14
3,15
3,18
3,19
3,22
3,23
3,26
3,27
3,30
3,31
3,34
3,35
3,38
3,39
3,42
3,43
3,46
3,47
3,50
3,51
3,112
3,115
3,140
3,142
3,144
3,146
3,148
3,150
3,152
3,154
3,156
3,158
3,160
3,162
3,164
3,166
3,168
3,225
3,226
3,227
3,228
3,229
3,230
3,231
3,232
3,233
3,234
3,235
3,236
3,237
3,238
3,239
4,8
4,9
4,12
4,13
4,16
4,17
4,20
4,21
4,24
4,25
4,28
4,30
4,52
4,53
4,56
4,57
4,60
4,61
4,64
4,65
4,68
4,69
4,113
4,116
4,131
4,133
4,135
4,137
4,139
4,151
4,153
4,155
4,157
4,159
4,161
4,163
4,165
4,167
4,169
4,170
4,171
4,172
4,173
4,174
4,185
4,186
4,187
4,188
4,189
4,190
4,191
4,192
4,193
4,194
5,8
5,9
5,12
5,13
5,16
5,17
5,20
5,21
5,24
5,25
5,29
5,31
5,54
5,55
5,58
5,59
5,62
5,63
5,66
5,67
5,70
5,71
5,114
5,118
5,120
5,122
5,124
5,126
5,129
5,141
5,143
5,145
5,147
5,149
5,175
5,176
5,177
5,178
5,179
5,180
5,181
5,182
5,183
5,184
5,195
5,196
5,197
5,198
5,199
5,200
5,201
5,202
5,203
5,204
6,10
6,11
6,14
6,15
6,18
6,19
6,22
6,23
6,26
6,27
6,28
6,30
6,52
6,53
6,56
6,57
6,60
6,61
6,64
6,65
6,68
6,69
6,115
6,119
6,121
6,123
6,125
6,127
6,128
6,140
6,142
6,144
6,146
6,148
6,205
6,206
6,207
6,208
6,209
6,210
6,211
6,212
6,213
6,214
6,225
6,226
6,227
6,228
6,229
6,230
6,231
6,232
6,233
6,234
7,10
7,11
7,14
7,15
7,18
7,19
7,22
7,23
7,26
7,27
7,29
7,31
7,54
7,55
7,58
7,59
7,62
7,63
7,66
7,67
7,70
7,71
7,112
7,117
7,130
7,132
7,134
7,136
7,138
7,150
7,152
7,154
7,156
7,158
7,160
7,162
7,164
7,166
7,168
7,215
7,216
7,217
7,218
7,219
7,220
7,221
7,222
7,223
7,224
7,235
7,236
7,237
7,238
7,239
8,12
8,13
8,16
8,17
8,20
8,21
8,24
8,25
8,32
8,34
8,52
8,54
8,72
8,73
8,76
8,77
8,80
8,81
8,84
8,85
8,113
8,118
8,129
8,133
8,135
8,137
8,139
8,143
8,145
8,147
8,149
8,159
8,161
8,163
8,165
8,167
8,169
8,170
8,175
8,176
8,177
